1,0,15,4,0,12,1,9,1
1,1,12,0,0,0,0,2,0
0,0,8,0,0,0,0,1,0
1,0,11,0,0,0,0,1,0
1,1,26,0,0,0,1,0,0
2,0,5,0,0,0,0,1,1
0,1,38,0,0,1,1,0,0
0,1,34,0,0,0,1,0,0
2,0,6,0,0,4,1,4,0
2,0,12,0,0,0,0,0,0
0,0,3,0,0,1,1,5,1
0,0,34,0,0,2,1,0,0
2,0,9,0,0,6,1,3,1
1,0,11,0,2,7,1,6,1
1,1,57,0,0,5,1,0,0
1,1,13,0,0,0,0,5,1
1,0,6,0,0,4,1,9,1
0,1,6,0,0,0,0,5,0
0,0,11,0,0,0,0,5,1
1,0,11,0,0,2,0,4,0
1,1,5,0,0,0,1,4,1
1,0,16,0,0,12,1,6,0
0,1,9,0,0,3,1,6,1
0,0,14,0,0,0,1,2,1
1,0,7,0,0,1,1,3,0
0,0,19,0,0,0,0,0,0
1,0,3,0,0,0,0,5,0
0,0,11,0,0,0,0,0,0
1,0,4,0,0,1,1,8,1
2,0,34,0,0,0,1,0,0
1,0,11,0,0,1,1,3,1
1,0,16,0,1,27,0,6,0
0,1,12,0,0,1,1,2,0
1,1,6,0,0,2,1,3,0
1,0,39,0,0,1,1,4,1
1,0,11,0,0,0,1,5,0
1,0,9,0,0,0,1,5,0
1,0,5,0,0,1,0,6,0
2,0,33,0,0,2,1,0,0
1,0,8,0,0,3,1,9,1
1,1,3,0,0,1,1,3,1
1,0,23,0,0,0,1,0,0
1,0,32,1,0,13,0,9,1
0,0,4,0,0,3,0,9,1
0,1,20,0,0,3,1,3,0
1,0,33,0,0,0,1,0,1
1,0,15,2,0,8,1,9,1
1,0,11,0,0,0,0,4,0
1,0,2,0,0,2,1,2,1
1,0,8,0,0,6,0,7,0
1,0,7,0,0,0,0,2,0
2,0,8,0,0,1,0,1,1
1,0,14,0,0,1,0,3,1
2,0,38,0,0,10,0,1,1
1,0,5,0,0,1,1,8,1
0,0,45,0,0,0,0,0,0
1,1,15,0,0,7,1,8,1
2,0,10,0,0,0,1,3,0
2,0,30,0,0,12,1,4,0
1,1,17,0,0,12,0,1,0
1,0,18,0,0,1,0,4,0
1,0,32,0,0,18,1,7,1
1,0,25,0,0,0,1,0,1
0,0,26,0,0,4,1,0,0
0,1,4,0,0,1,0,2,0
0,0,23,0,0,11,1,3,1
1,1,24,0,0,16,1,5,0
0,0,6,0,0,6,1,9,0
1,0,27,0,0,0,0,0,0
0,1,3,0,0,1,0,6,0
0,1,22,0,0,4,1,3,0
0,0,3,0,0,0,1,8,1
0,1,6,0,0,0,1,4,0
1,0,4,0,0,0,1,1,0
1,0,14,0,0,5,1,3,1
0,0,7,0,0,1,1,5,0
1,0,8,0,0,1,0,0,0
1,1,29,0,0,1,1,5,0
2,0,8,0,0,1,1,3,1
1,0,6,0,0,1,0,6,0
0,0,6,0,0,1,1,3,0
0,1,6,0,0,0,0,9,0
0,0,5,0,0,0,1,2,0
2,0,25,0,0,0,0,1,1
1,0,4,0,0,0,1,2,1
2,0,19,0,0,0,0,0,0
0,0,9,0,0,0,1,1,0
0,0,6,0,0,1,1,2,1
0,0,41,0,0,0,1,0,0
2,1,5,0,0,0,0,4,0
1,0,19,0,0,0,1,7,0
0,0,6,0,0,1,1,7,1
1,0,5,0,1,3,1,4,1
1,1,52,0,0,1,1,0,0
0,0,43,0,0,4,1,0,0
1,1,12,0,0,0,0,1,0
1,0,15,0,0,2,0,3,0
0,0,2,0,1,1,1,9,1
2,0,30,0,0,1,1,0,1
1,0,3,0,0,0,0,8,1
2,0,27,0,0,0,0,0,1
0,0,7,0,0,1,1,3,0
0,1,28,0,0,0,0,0,0
1,0,15,0,0,9,0,6,1
1,1,5,0,0,3,1,4,1
1,0,18,0,0,0,1,0,0
1,0,2,0,1,2,1,8,1
0,0,8,0,0,7,1,4,0
1,0,12,0,0,3,1,3,1
0,0,6,1,2,3,0,3,0
2,0,16,0,0,0,1,1,0
0,0,8,0,0,3,0,9,0
1,0,3,1,2,3,1,9,1
2,0,12,0,0,1,1,1,1
1,1,18,2,0,4,0,5,1
2,0,41,0,0,1,1,0,0
0,0,33,0,0,7,1,2,0
1,0,11,0,0,1,0,0,1
1,0,6,2,1,3,0,5,1
0,0,11,0,0,2,0,8,1
0,0,17,0,0,1,1,1,0
0,1,35,0,0,0,0,0,0
0,0,28,0,0,7,1,5,1
1,0,36,0,0,10,1,3,1
0,0,13,0,0,0,1,3,0
0,0,34,0,0,1,1,0,0
2,0,2,0,0,0,1,5,1
1,0,9,0,0,15,1,9,1
1,0,16,0,0,3,1,6,0
0,1,7,0,0,0,1,5,0
0,1,9,0,0,0,1,1,0
1,0,14,0,3,19,1,8,1
0,0,12,0,0,5,1,7,1
0,1,24,0,0,0,0,1,0
0,1,29,0,0,0,1,0,0
1,0,17,0,0,13,1,7,1
1,0,22,0,0,0,1,1,0
1,0,11,0,0,2,0,3,0
2,0,58,0,0,0,1,0,0
1,0,13,0,0,0,1,7,1
1,0,24,0,0,7,1,0,0
1,0,41,0,0,5,0,5,0
2,0,8,0,0,5,1,8,1
1,1,12,0,0,4,0,6,1
0,0,16,0,0,3,1,1,1
1,1,40,0,0,3,0,0,0
0,0,11,0,0,2,1,2,0
2,0,8,0,0,1,1,1,0
0,0,46,0,0,8,1,0,0
1,0,11,3,0,6,1,1,0
1,0,5,0,0,2,0,8,1
0,1,47,0,0,0,0,0,0
1,0,2,0,0,0,1,2,0
1,1,15,0,0,5,1,6,0
1,0,9,0,0,2,1,2,0
2,0,39,0,0,10,1,3,1
1,0,18,0,0,0,0,5,0
1,0,18,0,0,5,0,7,1
1,0,5,0,1,2,1,5,1
2,0,38,0,0,6,1,1,1
0,0,12,0,0,1,1,7,0
0,0,14,0,0,0,1,0,0
1,0,14,0,0,11,0,8,1
1,0,5,0,0,0,0,3,0
1,0,9,0,0,1,1,1,1
1,1,10,0,0,3,1,4,0
0,0,7,0,0,1,1,2,0
1,0,6,1,0,1,1,5,1
0,0,24,0,0,1,0,0,0
0,1,20,0,0,1,0,5,1
2,1,13,0,0,2,1,2,1
0,0,29,0,0,0,0,0,0
0,0,11,0,0,0,1,2,1
2,0,20,0,0,3,1,0,1
1,0,8,0,1,6,0,4,0
1,0,5,0,0,0,1,2,0
0,0,24,0,0,0,1,3,0
1,0,28,0,0,5,1,4,1
0,1,31,0,0,0,0,0,1
1,0,2,1,2,5,1,8,1
0,1,41,0,0,0,0,0,0
2,0,7,0,0,0,1,3,0
2,0,5,0,0,1,0,2,0
2,0,13,0,0,0,0,0,0
0,0,26,0,0,11,0,2,0
0,0,23,0,0,0,0,0,0
0,0,40,0,0,1,1,0,0
1,1,13,0,0,4,1,7,0
0,0,2,0,0,0,1,3,0
1,0,15,0,0,3,1,1,0
2,0,8,0,0,0,1,4,1
0,0,3,0,0,0,1,7,1
